,Unnamed: 0,Name,Position,Age,Team_from,League_from,Team_to,League_to,Season,Market_value,Transfer_fee,check_column,Country Column,Nationality
1092,1376,Albert Riera,Left Winger,23,G. Bordeaux,Ligue 1,Espanyol,LaLiga,2005-2006,4750000.0,3000000,,,Spain
1093,1377,Alou Diarra,Defensive Midfield,23,Liverpool,Premier League,Lens,Ligue 1,2005-2006,4000000.0,3000000,True,Germany,France
1094,1378,Frédéric Piquionne,Centre-Forward,26,Stade Rennais,Ligue 1,Saint-Étienne,Ligue 1,2005-2006,4000000.0,3000000,,England,New Caledonia
1095,1379,Pascal Feindouno,Right Winger,24,G. Bordeaux,Ligue 1,Saint-Étienne,Ligue 1,2005-2006,4000000.0,3000000,,,Guinea
1096,1380,Fabrice Pancrate,Right Winger,25,Le Mans,Ligue 1,Paris SG,Ligue 1,2005-2006,4000000.0,3000000,,Spain,France
1097,1382,Andrew O'Brien,Centre-Back,26,Newcastle,Premier League,Portsmouth,Premier League,2005-2006,3500000.0,3000000,,England,
1098,1383,Abou Diaby,Central Midfield,19,AJ Auxerre,Ligue 1,Arsenal,Premier League,2005-2006,3000000.0,3000000,True,Germany,France
1099,1384,Mohamed Zidan,Second Striker,23,FC Midtjylland,Superligaen,Werder Bremen,1.Bundesliga,2005-2006,3000000.0,3000000,,England,Egypt
1100,1385,Erik Edman,Left-Back,26,Spurs,Premier League,Stade Rennais,Ligue 1,2005-2006,3000000.0,3000000,,England,Sweden
1101,1386,David Rozehnal,Centre-Back,25,Club Brugge,Jupiler Pro League,Paris SG,Ligue 1,2005-2006,2500000.0,3000000,True,Scotland,Czechoslovakia
1102,1388,Hossam Ghaly,Central Midfield,24,Feyenoord,Eredivisie,Spurs,Premier League,2005-2006,2500000.0,3000000,,,Egypt
1103,1389,Moumouni Dagano,Centre-Forward,24,Guingamp,Ligue 2,FC Sochaux,Ligue 1,2005-2006,2500000.0,3000000,,France,Burkina Faso
1104,1390,Luis García,Central Midfield,24,RCD Mallorca,LaLiga,Espanyol,LaLiga,2005-2006,2500000.0,3000000,True,,
1105,1391,Marcus Bent,Centre-Forward,27,Everton,Premier League,Charlton,Premier League,2005-2006,2250000.0,3000000,,Germany,England
1106,1392,Wayne Routledge,Left Winger,20,Crystal Palace,Championship,Spurs,Premier League,2005-2006,2250000.0,3000000,True,Spain,England
1107,1394,David Connolly,Centre-Forward,28,Leicester,Championship,Wigan,Premier League,2005-2006,2000000.0,3000000,,England,England
1108,1395,Leonardo Pisculichi,Attacking Midfield,21,Argentinos,Torneo Final,RCD Mallorca,LaLiga,2005-2006,1750000.0,3000000,,,Argentina
1109,1397,Carlos Vela,Right Winger,16,Chivas, Mexico,Arsenal,Premier League,2005-2006,1000000.0,3000000,True,Italy,Mexico
1110,1398,Alessandro Gamberini,Centre-Back,23,Bologna,Serie B,Fiorentina,Serie A,2005-2006,300000.0,3000000,True,Italy,Italy
1111,1399,Abdul Kader Keita,Right Winger,23,Al Sadd, Qatar,LOSC Lille,Ligue 1,2005-2006,,3000000,,Portugal,Ivory Coast
1112,1401,Sebastián Taborda,Centre-Forward,24,Defensor, Uruguay,Dep. La Coruña,LaLiga,2005-2006,,3000000,,Netherlands,Uruguay
1113,1404,Aritz Aduriz,Centre-Forward,24,Real Valladolid,LaLiga2,Athletic Bilbao,LaLiga,2005-2006,,3000000,,Spain,Spain
1114,1405,Mikel Arteta,Central Midfield,23,Real Sociedad,LaLiga,Everton,Premier League,2005-2006,8000000.0,2800000,,Spain,Spain
1115,1406,Emanuel Pogatetz,Centre-Back,22,Bay. Leverkusen,1.Bundesliga,Middlesbrough,Premier League,2005-2006,3000000.0,2710000,True,England,Austria
1116,1407,Jon Stead,Centre-Forward,22,Blackburn,Premier League,Sunderland,Premier League,2005-2006,3000000.0,2700000,,,England
1117,1408,Julio dos Santos,Central Midfield,22,Cerro Porteño, Paraguay,Bayern Munich ,1.Bundesliga,2005-2006,2000000.0,2700000,,England,Paraguay
1118,1409,Yaya Touré,Central Midfield,22,Metalurh D.,Premier Liga,Olympiacos,Super League,2005-2006,2000000.0,2700000,True,,Ivory Coast
1119,1410,Dennis Oliech,Right Winger,20,Al Arabi, Qatar,FC Nantes,Ligue 1,2005-2006,,2700000,,Spain,Kenya
1120,1413,Enzo Maresca,Central Midfield,25,Juventus,Serie A,Sevilla FC,LaLiga,2005-2006,7500000.0,2500000,,England,Italy
1121,1415,Luis Jiménez,Attacking Midfield,21,Ternana,Serie B,Fiorentina,Serie A,2005-2006,4000000.0,2500000,,England,
1122,1417,Wesley Sonck,Centre-Forward,26,AFC Ajax,Eredivisie,Bor. M'gladbach,1.Bundesliga,2005-2006,3500000.0,2500000,,,Belgium
1123,1418,Thimothée Atouba,Left-Back,23,Spurs,Premier League,Hamburger SV,1.Bundesliga,2005-2006,3000000.0,2500000,,France,Cameroon
1124,1419,Nicolás Frutos,Centre-Forward,24,Independiente,Torneo Final,RSC Anderlecht,Jupiler Pro League,2005-2006,3000000.0,2500000,,Portugal,Argentina
1125,1423,Bakari Koné,Right Winger,23,FC Lorient,Ligue 2,OGC Nice,Ligue 1,2005-2006,2250000.0,2500000,,Spain,Ivory Coast
1126,1424,Luciano Galletti,Right Winger,25,Real Zaragoza,LaLiga,Atlético Madrid,LaLiga,2005-2006,2000000.0,2500000,,England,Argentina
1127,1425,Nunes,Centre-Back,28,Braga,Liga NOS,RCD Mallorca,LaLiga,2005-2006,1500000.0,2500000,True,,
1128,1426,Mark González,Left Winger,20,Albacete,LaLiga2,Liverpool,Premier League,2005-2006,1500000.0,2500000,True,England,South Africa
1129,1427,Ron Vlaar,Centre-Back,20,AZ Alkmaar,Eredivisie,Feyenoord,Eredivisie,2005-2006,1500000.0,2500000,True,France,Netherlands
1130,1428,Morten Skoubo,Centre-Forward,25,Bröndby IF,Superligaen,Real Sociedad,LaLiga,2005-2006,1250000.0,2500000,,France,Denmark
1131,1430,Bostjan Cesar,Centre-Back,22,Dinamo Zagreb,1.HNL,Marseille,Ligue 1,2005-2006,1000000.0,2500000,,France,SFR Yugoslavia
1132,1432,Edixon Perea,Centre-Forward,21,Atl. Nacional, Colombia,G. Bordeaux,Ligue 1,2005-2006,,2500000,,France,Colombia
1133,1435,Naldo,Centre-Back,22,Juventude,Série A,Werder Bremen,1.Bundesliga,2005-2006,2750000.0,2400000,True,England,
1134,1437,Jhon Viáfara,Defensive Midfield,26,Once Caldas, Colombia,Portsmouth,Premier League,2005-2006,,2400000,,France,Colombia
1135,1438,Lisandro López,Centre-Forward,22,Racing Club,Torneo Final,FC Porto,Liga NOS,2005-2006,5500000.0,2300000,True,France,
1136,1439,Michael Brown,Central Midfield,28,Spurs,Premier League,Fulham,Premier League,2005-2006,3000000.0,2300000,,Belgium,
1137,1440,Sören Larsen,Centre-Forward,23,Djurgarden,Allsvenskan,FC Schalke 04,1.Bundesliga,2005-2006,,2300000,,Germany,
1138,1441,Nolberto Solano,Right Midfield,31,Aston Villa,Premier League,Newcastle,Premier League,2005-2006,5000000.0,2250000,,England,Peru
1139,1442,Paul Konchesky,Left-Back,24,Charlton,Premier League,West Ham,Premier League,2005-2006,3500000.0,2250000,,England,England
1140,1443,Diomansy Kamara,Right Winger,24,Modena,Serie B,West Brom,Premier League,2005-2006,2500000.0,2250000,,,France
1141,1444,Darren Carter,Central Midfield,21,Birmingham,Premier League,West Brom,Premier League,2005-2006,2250000.0,2250000,,France,England
1142,1446,Damien Francis,Central Midfield,26,Norwich,Championship,Wigan,Premier League,2005-2006,550000.0,2250000,,,England
1143,1449,Adam Virgo,Centre-Back,22,Brighton,Championship,Celtic,Premiership,2005-2006,,2200000,,England,England
1144,1450,Ivica Dragutinovic,Centre-Back,29,Standard Liège,Jupiler Pro League,Sevilla FC,LaLiga,2005-2006,2500000.0,2100000,,England,SFR Yugoslavia
1145,1451,Santiago Solari,Left Midfield,28,Real Madrid,LaLiga,Inter,Serie A,2005-2006,7000000.0,2000000,,,Argentina
1146,1452,Nuno Valente,Left-Back,30,FC Porto,Liga NOS,Everton,Premier League,2005-2006,5000000.0,2000000,True,Scotland,Portugal
1147,1453,Young-pyo Lee,Left-Back,28,PSV Eindhoven,Eredivisie,Spurs,Premier League,2005-2006,4000000.0,2000000,,England,
1148,1454,Rabiu Afolabi,Centre-Back,25,Austria Vienna,Bundesliga,FC Sochaux,Ligue 1,2005-2006,3800000.0,2000000,,,Nigeria
1149,1456,Patrick Owomoyela,Right-Back,25,Arm. Bielefeld,1.Bundesliga,Werder Bremen,1.Bundesliga,2005-2006,3250000.0,2000000,,France,West Germany
1150,1457,João Alves,Central Midfield,24,Braga,Liga NOS,Sporting CP,Liga NOS,2005-2006,3000000.0,2000000,,Germany,
1151,1458,Sébastien Mazure,Centre-Forward,26,SM Caen,Ligue 2,Saint-Étienne,Ligue 1,2005-2006,3000000.0,2000000,,England,France
1152,1460,Miguel Ángel,Defensive Midfield,26,Málaga CF,LaLiga,Real Betis,LaLiga,2005-2006,2000000.0,2000000,True,France,
1153,1463,Javier Arizmendi,Centre-Forward,21,Atlético Madrid,LaLiga,Dep. La Coruña,LaLiga,2005-2006,1500000.0,2000000,,Germany,Spain
1154,1467,Anthony Seric,Left-Back,26,Lazio,Serie A,Panathinaikos,Super League,2005-2006,600000.0,2000000,,,Australia
1155,1468,Danny Gabbidon,Centre-Back,25,Cardiff,Championship,West Ham,Premier League,2005-2006,600000.0,2000000,,,Wales
1156,1469,James Collins,Centre-Back,21,Cardiff,Championship,West Ham,Premier League,2005-2006,600000.0,2000000,True,Netherlands,
1157,1471,Heidar Helguson,Centre-Forward,27,Watford,Championship,Fulham,Premier League,2005-2006,200000.0,2000000,,Portugal,Iceland
1158,1473,Ben Foster,Goalkeeper,22,Stoke City,Championship,Man Utd,Premier League,2005-2006,50000.0,2000000,True,Italy,
1159,1478,Mads Junker,Centre-Forward,24,Nordsjaelland,Superligaen,Vitesse,Eredivisie,2005-2006,,2000000,,Italy,Denmark
1160,1479,Andriy Shevchenko,Centre-Forward,29,AC Milan,Serie A,Chelsea,Premier League,2006-2007,51000000.0,43300000,,,Soviet Union
1161,1480,Michael Carrick,Defensive Midfield,25,Spurs,Premier League,Man Utd,Premier League,2006-2007,26500000.0,27200000,True,England,England
1162,1481,Mahamadou Diarra,Defensive Midfield,25,Olympique Lyon,Ligue 1,Real Madrid,LaLiga,2006-2007,20000000.0,26000000,,,Mali
1163,1482,Joaquín,Right Winger,25,Real Betis,LaLiga,Valencia CF,LaLiga,2006-2007,22000000.0,25000000,True,,
1164,1483,Zlatan Ibrahimovic,Centre-Forward,24,Juventus,Serie B,Inter,Serie A,2006-2007,25000000.0,24800000,,England,Sweden
1165,1484,Sergio Agüero,Centre-Forward,18,Independiente,Torneo Final,Atlético Madrid,LaLiga,2006-2007,5000000.0,21700000,True,Germany,Argentina
1166,1485,Fernando Gago,Defensive Midfield,20,Boca Juniors,Torneo Final,Real Madrid,LaLiga,2006-2007,12000000.0,20500000,True,England,Argentina
1167,1486,John Mikel Obi,Defensive Midfield,19,FK Lyn,Eliteserien,Chelsea,Premier League,2006-2007,,20000000,,England,Nigeria
1168,1487,Dirk Kuyt,Right Winger,26,Feyenoord,Eredivisie,Liverpool,Premier League,2006-2007,17250000.0,18000000,True,England,"
Katwijk,[3] Netherlands"
1169,1488,Émerson,Defensive Midfield,30,Juventus,Serie B,Real Madrid,LaLiga,2006-2007,26000000.0,16000000,,England,
1170,1489,Obafemi Martins,Centre-Forward,21,Inter,Serie A,Newcastle,Premier League,2006-2007,12000000.0,16000000,,England,Nigeria
1171,1490,Dimitar Berbatov,Centre-Forward,25,Bay. Leverkusen,1.Bundesliga,Spurs,Premier League,2006-2007,17000000.0,15700000,,England,Bulgaria
1172,1491,Damien Duff,Right Midfield,27,Chelsea,Premier League,Newcastle,Premier League,2006-2007,15000000.0,15500000,,,Ireland
1173,1492,Ruud van Nistelrooy,Centre-Forward,30,Man Utd,Premier League,Real Madrid,LaLiga,2006-2007,32000000.0,15000000,,England,Netherlands
1174,1493,Ricardo Oliveira,Centre-Forward,26,Real Betis,LaLiga,AC Milan,Serie A,2006-2007,6000000.0,15000000,,,Brazil
1175,1494,Carlos Tévez,Second Striker,22,Corinthians,Série A,West Ham,Premier League,2006-2007,15000000.0,14600000,,Spain,Argentina
1176,1495,Javier Mascherano,Defensive Midfield,22,Corinthians,Série A,West Ham,Premier League,2006-2007,11800000.0,14600000,True,England,Argentina
1177,1497,Gianluca Zambrotta,Right-Back,29,Juventus,Serie B,FC Barcelona,LaLiga,2006-2007,26000000.0,14000000,,Spain,Italy
1178,1498,Khalid Boulahrouz,Centre-Back,24,Hamburger SV,1.Bundesliga,Chelsea,Premier League,2006-2007,13000000.0,13200000,,Spain,Netherlands
1179,1499,Ashley Young,Left Midfield,21,Watford,Premier League,Aston Villa,Premier League,2006-2007,6500000.0,13200000,True,,England
1180,1500,David Pizarro,Central Midfield,26,Inter,Serie A,AS Roma,Serie A,2006-2007,8000000.0,13000000,True,,Chile
1181,1501,Matthew Upson,Centre-Back,27,Birmingham,Championship,West Ham,Premier League,2006-2007,9000000.0,12600000,,,England
1182,1502,Didier Zokora,Defensive Midfield,25,Saint-Étienne,Ligue 1,Spurs,Premier League,2006-2007,12500000.0,12350000,,Portugal,Ivory Coast
1183,1503,Nicolas Anelka,Centre-Forward,27,Fenerbahce,Süper Lig,Bolton,Premier League,2006-2007,12000000.0,12000000,,,France
1184,1504,Eidur Gudjohnsen,Centre-Forward,27,Chelsea,Premier League,FC Barcelona,LaLiga,2006-2007,12000000.0,12000000,,Portugal,Iceland
1185,1505,Gonzalo Higuaín,Centre-Forward,19,River Plate,Torneo Final,Real Madrid,LaLiga,2006-2007,12000000.0,12000000,True,,France
1186,1506,Pablo Aimar,Attacking Midfield,26,Valencia CF,LaLiga,Real Zaragoza,LaLiga,2006-2007,18000000.0,11000000,,Portugal,Argentina
1187,1507,Cani,Attacking Midfield,24,Real Zaragoza,LaLiga,Villarreal CF,LaLiga,2006-2007,11000000.0,11000000,True,France,
1188,1508,Andy Johnson,Centre-Forward,25,Crystal Palace,Championship,Everton,Premier League,2006-2007,11000000.0,11000000,,Germany,
1189,1509,Vincent Kompany,Centre-Back,20,RSC Anderlecht,Jupiler Pro League,Hamburger SV,1.Bundesliga,2006-2007,13500000.0,10500000,True,,Belgium
1190,1510,Lukas Podolski,Centre-Forward,21,1. FC Köln,2.Bundesliga,Bayern Munich ,1.Bundesliga,2006-2007,12000000.0,10000000,True,Spain,Poland
1191,1511,Tomás Rosicky,Attacking Midfield,25,Bor. Dortmund,1.Bundesliga,Arsenal,Premier League,2006-2007,11000000.0,10000000,,Germany,
1192,1512,Francesco Tavano,Centre-Forward,27,FC Empoli,Serie A,Valencia CF,LaLiga,2006-2007,8500000.0,10000000,,,Italy
1193,1513,Stiliyan Petrov,Central Midfield,27,Celtic,Premiership,Aston Villa,Premier League,2006-2007,7350000.0,10000000,,England,Bulgaria
1194,1514,Pascal Chimbonda,Right-Back,27,Wigan,Premier League,Spurs,Premier League,2006-2007,4000000.0,10000000,,,Guadeloupe
1195,1515,Patrick Vieira,Defensive Midfield,30,Juventus,Serie B,Inter,Serie A,2006-2007,28000000.0,9500000,,,Senegal
1196,1516,Jermaine Pennant,Right Winger,23,Birmingham,Championship,Liverpool,Premier League,2006-2007,5500000.0,9100000,True,,England
1197,1517,Maniche,Central Midfield,28,Dinamo Moscow,Premier Liga,Atlético Madrid,LaLiga,2006-2007,13000000.0,9000000,,,Portugal
1198,1518,Craig Bellamy,Left Winger,26,Blackburn,Premier League,Liverpool,Premier League,2006-2007,9000000.0,9000000,,Netherlands,Wales
1199,1519,Fernando Cavenaghi,Centre-Forward,23,Spartak Moscow,Premier Liga,G. Bordeaux,Ligue 1,2006-2007,6500000.0,9000000,,Portugal,Argentina
1200,1520,Arouna Koné,Centre-Forward,22,Roda JC,Eredivisie,PSV Eindhoven,Eredivisie,2006-2007,6000000.0,9000000,True,Italy,Ivory Coast
1201,1522,Javier Chevantón,Centre-Forward,25,Monaco,Ligue 1,Sevilla FC,LaLiga,2006-2007,7000000.0,8900000,,England,Uruguay
1202,1523,Robert Huth,Centre-Back,21,Chelsea,Premier League,Middlesbrough,Premier League,2006-2007,2750000.0,8900000,True,England,East Germany
1203,1524,Amauri,Centre-Forward,26,Chievo Verona,Serie A,US Palermo,Serie A,2006-2007,4000000.0,8750000,,,Brazil
1204,1525,Matías Fernández,Attacking Midfield,20,Colo Colo, Chile,Villarreal CF,LaLiga,2006-2007,11000000.0,8700000,True,,Argentina
1205,1526,Rafael Sóbis,Centre-Forward,21,Internacional,Série A,Real Betis,LaLiga,2006-2007,7500000.0,8500000,,,Brazil
1206,1527,Daniel Van Buyten,Centre-Back,28,Hamburger SV,1.Bundesliga,Bayern Munich ,1.Bundesliga,2006-2007,14000000.0,8000000,,Portugal,Belgium
1207,1528,Adrian Mutu,Centre-Forward,27,Juventus,Serie B,Fiorentina,Serie A,2006-2007,11000000.0,8000000,,,Romania
1208,1529,Kim Källström,Defensive Midfield,23,Stade Rennais,Ligue 1,Olympique Lyon,Ligue 1,2006-2007,7500000.0,8000000,True,England,Sweden
1209,1531,Massimo Oddo,Right-Back,30,Lazio,Serie A,AC Milan,Serie A,2006-2007,10000000.0,7750000,,Portugal,Italy
1210,1532,Ronaldo,Centre-Forward,30,Real Madrid,LaLiga,AC Milan,Serie A,2006-2007,27500000.0,7500000,True,Greece,
1211,1533,Asier del Horno,Left-Back,25,Chelsea,Premier League,Valencia CF,LaLiga,2006-2007,12000000.0,7500000,,Portugal,Spain
1212,1535,Emile Heskey,Centre-Forward,28,Birmingham,Championship,Wigan,Premier League,2006-2007,5500000.0,7500000,,England,England
1213,1537,Ederson,Attacking Midfield,20,Juventude,Série A,OGC Nice,Ligue 1,2006-2007,1500000.0,7500000,True,,
1214,1538,Ashley Cole,Left-Back,25,Arsenal,Premier League,Chelsea,Premier League,2006-2007,17000000.0,7400000,True,,England
1215,1539,Fabio Cannavaro,Centre-Back,32,Juventus,Serie B,Real Madrid,LaLiga,2006-2007,14000000.0,7000000,,France,Italy
1216,1542,Jérémy Toulalan,Defensive Midfield,22,FC Nantes,Ligue 1,Olympique Lyon,Ligue 1,2006-2007,7000000.0,7000000,True,,France
1217,1543,Maicon,Right-Back,24,Monaco,Ligue 1,Inter,Serie A,2006-2007,7000000.0,6800000,True,,
1218,1544,Luís Boa Morte,Left Midfield,29,Fulham,Premier League,West Ham,Premier League,2006-2007,3500000.0,6800000,,Scotland,Portugal
1219,1545,Mido,Centre-Forward,23,AS Roma,Serie A,Spurs,Premier League,2006-2007,10500000.0,6750000,,,
1220,1546,Joleon Lescott,Centre-Back,23,Wolves,Championship,Everton,Premier League,2006-2007,8000000.0,6500000,True,Spain,England
1221,1547,Marcelo,Left-Back,18,Fluminense,Série A,Real Madrid,LaLiga,2006-2007,6500000.0,6500000,True,Germany,
1222,1548,Stefan Kießling,Centre-Forward,22,1.FC Nuremberg,1.Bundesliga,Bay. Leverkusen,1.Bundesliga,2006-2007,5000000.0,6500000,True,,West Germany
1223,1549,David Odonkor,Right Winger,22,Bor. Dortmund,1.Bundesliga,Real Betis,LaLiga,2006-2007,4500000.0,6500000,,England,West Germany
1224,1550,Stephen Makinwa,Centre-Forward,22,US Palermo,Serie A,Lazio,Serie A,2006-2007,4000000.0,6300000,,,Nigeria
1225,1551,Alou Diarra,Defensive Midfield,25,Lens,Ligue 1,Olympique Lyon,Ligue 1,2006-2007,5000000.0,6250000,True,Germany,France
1226,1552,Costinha,Defensive Midfield,31,Dinamo Moscow,Premier Liga,Atlético Madrid,LaLiga,2006-2007,15000000.0,6000000,True,,Portugal
1227,1553,Mark van Bommel,Defensive Midfield,29,FC Barcelona,LaLiga,Bayern Munich ,1.Bundesliga,2006-2007,12000000.0,6000000,,Germany,Netherlands
1228,1554,Nikola Zigic,Centre-Forward,25,Red Star,SuperLiga,Racing,LaLiga,2006-2007,8000000.0,6000000,,Spain,SFR Yugoslavia
1229,1555,Georgios Seitaridis,Right-Back,25,Dinamo Moscow,Premier Liga,Atlético Madrid,LaLiga,2006-2007,8000000.0,6000000,,England,Greece
1230,1556,Diego,Attacking Midfield,21,FC Porto,Liga NOS,Werder Bremen,1.Bundesliga,2006-2007,8000000.0,6000000,True,Spain,
1231,1557,Joris Mathijsen,Centre-Back,26,AZ Alkmaar,Eredivisie,Hamburger SV,1.Bundesliga,2006-2007,6000000.0,6000000,,Germany,Netherlands
1232,1558,Ilan,Centre-Forward,25,FC Sochaux,Ligue 1,Saint-Étienne,Ligue 1,2006-2007,5000000.0,6000000,,England,
1233,1559,Fernando Navarro,Left-Back,24,FC Barcelona,LaLiga,RCD Mallorca,LaLiga,2006-2007,2500000.0,6000000,True,England,Spain
1234,1561,Sidi Keita,Defensive Midfield,21,R. Strasbourg,Ligue 2,Lens,Ligue 1,2006-2007,1000000.0,6000000,,Spain,Mali
1235,1562,Javi Martínez,Defensive Midfield,17,CA Osasuna B,2ª B - Grupo III,Athletic Bilbao,LaLiga,2006-2007,,6000000,,England,Spain[2]
1236,1563,Sébastien Frey,Goalkeeper,26,Parma,Serie A,Fiorentina,Serie A,2006-2007,15000000.0,5750000,,Italy,France
1237,1566,Yaya Touré,Central Midfield,23,Olympiacos,Super League,Monaco,Ligue 1,2006-2007,8000000.0,5500000,True,Spain,Ivory Coast
1238,1567,Fabio Grosso,Left-Back,28,US Palermo,Serie A,Inter,Serie A,2006-2007,7000000.0,5500000,,Italy,Italy
1239,1568,Daniel Moreira,Second Striker,28,Toulouse,Ligue 1,Stade Rennais,Ligue 1,2006-2007,7000000.0,5500000,,Spain,France
1240,1569,Mario Santana,Second Striker,24,US Palermo,Serie A,Fiorentina,Serie A,2006-2007,6500000.0,5500000,,England,Argentina
1241,1570,Fábio Simplício,Central Midfield,26,Parma,Serie A,US Palermo,Serie A,2006-2007,6000000.0,5500000,,,Brazil
1242,1572,Souleymane Diawara,Centre-Back,27,FC Sochaux,Ligue 1,Charlton,Premier League,2006-2007,4000000.0,5400000,,Italy,Senegal
1243,1573,Cristian Ledesma,Central Midfield,23,Lecce,Serie B,Lazio,Serie A,2006-2007,9000000.0,5300000,True,France,
1244,1574,Emiliano Bonazzoli,Centre-Forward,27,Parma,Serie A,Sampdoria,Serie A,2006-2007,5000000.0,5250000,,England,Italy
1245,1575,Fernando Morientes,Centre-Forward,30,Liverpool,Premier League,Valencia CF,LaLiga,2006-2007,10000000.0,5000000,,England,Spain
1246,1576,Aleksandr Kerzhakov,Centre-Forward,24,Zenit S-Pb,Premier Liga,Sevilla FC,LaLiga,2006-2007,7500000.0,5000000,,England,Soviet Union
1247,1577,Diego Milito,Centre-Forward,27,Genoa,Serie B,Real Zaragoza,LaLiga,2006-2007,6000000.0,5000000,,Italy,Argentina
1248,1578,Benoît Pedretti,Defensive Midfield,25,Olympique Lyon,Ligue 1,AJ Auxerre,Ligue 1,2006-2007,6000000.0,5000000,True,Spain,France
1249,1579,Lilian Thuram,Centre-Back,34,Juventus,Serie B,FC Barcelona,LaLiga,2006-2007,5000000.0,5000000,,England,Guadeloupe
1250,1581,Pierre-Alain Frau,Centre-Forward,26,Olympique Lyon,Ligue 1,Paris SG,Ligue 1,2006-2007,4500000.0,5000000,,,France
1251,1582,Ricardo Rocha,Centre-Back,28,Benfica,Liga NOS,Spurs,Premier League,2006-2007,3600000.0,5000000,,England,
1252,1583,Johan Elmander,Centre-Forward,25,Bröndby IF,Superligaen,Toulouse,Ligue 1,2006-2007,3500000.0,5000000,,England,Sweden
1253,1584,Benoît Assou-Ekotto,Left-Back,22,Lens,Ligue 1,Spurs,Premier League,2006-2007,2800000.0,5000000,True,England,France
