,date,home_team,away_team,home_score,away_score,tournament,neutral,winner,GD,home_team_curr_form,away_team_curr_form,home_team_home_form,home_rank,away_rank,rank_diff
817,2007-10-17,Finland,Spain,0,0,Friendly,False,Draw,0,6,11,5,36,4,32
818,2007-10-17,France,Lithuania,2,0,UEFA Euro qualification,False,France,2,10,0,12,7,59,52
819,2007-10-17,Georgia,Scotland,2,0,UEFA Euro qualification,False,Georgia,2,3,12,3,77,14,63
820,2007-10-17,Germany,Czech Republic,0,3,UEFA Euro qualification,False,Czech Republic,3,10,6,9,5,6,1
821,2007-10-17,Italy,South Africa,2,0,Friendly,False,Italy,2,10,0,11,3,77,74
822,2007-10-17,Kazakhstan,Portugal,1,2,UEFA Euro qualification,False,Portugal,1,2,9,1,112,8,104
823,2007-10-17,Netherlands,Slovenia,2,0,UEFA Euro qualification,False,Netherlands,2,9,0,11,9,83,74
824,2007-10-17,Russia,England,2,1,UEFA Euro qualification,False,Russia,1,5,9,8,23,12,11
825,2007-10-17,Turkey,Greece,0,1,UEFA Euro qualification,False,Greece,1,8,10,5,16,11,5
826,2007-11-16,Austria,England,0,1,Friendly,False,England,1,1,12,2,94,12,82
827,2007-11-16,France,Morocco,2,2,Friendly,False,Draw,0,8,4,10,7,39,32
828,2007-11-17,Germany,Cyprus,4,0,UEFA Euro qualification,False,Germany,4,10,1,12,5,66,61
829,2007-11-17,Greece,Malta,5,0,UEFA Euro qualification,False,Greece,5,10,0,12,11,136,125
830,2007-11-17,Netherlands,Luxembourg,1,0,UEFA Euro qualification,False,Netherlands,1,12,0,13,9,149,140
831,2007-11-17,Poland,Belgium,2,0,UEFA Euro qualification,False,Poland,2,10,8,12,22,49,27
832,2007-11-17,Portugal,Armenia,1,0,UEFA Euro qualification,False,Portugal,1,11,1,11,8,93,85
833,2007-11-17,Scotland,Italy,1,2,UEFA Euro qualification,False,Italy,1,9,13,12,14,3,11
834,2007-11-17,Spain,Sweden,3,0,UEFA Euro qualification,False,Spain,3,11,4,12,4,24,20
835,2007-11-21,Azerbaijan,Belgium,0,1,UEFA Euro qualification,False,Belgium,1,0,8,0,115,49,66
836,2007-11-21,Belarus,Netherlands,2,1,UEFA Euro qualification,False,Belarus,1,6,9,5,60,9,51
837,2007-11-21,England,Croatia,2,3,UEFA Euro qualification,False,Croatia,1,9,9,9,12,10,2
838,2007-11-21,Germany,Wales,0,0,UEFA Euro qualification,False,Draw,0,8,4,10,5,57,52
839,2007-11-21,Hungary,Greece,1,2,UEFA Euro qualification,False,Greece,1,3,13,5,50,11,39
840,2007-11-21,Italy,Faroe Islands,3,1,UEFA Euro qualification,False,Italy,2,15,0,13,3,194,191
841,2007-11-21,Portugal,Finland,0,0,UEFA Euro qualification,False,Draw,0,11,7,9,8,36,28
842,2007-11-21,Spain,Northern Ireland,1,0,UEFA Euro qualification,False,Spain,1,13,7,15,4,32,28
843,2007-11-21,Ukraine,France,2,2,UEFA Euro qualification,False,Draw,0,4,8,6,30,7,23
844,2008-02-06,Austria,Germany,0,3,Friendly,False,Germany,3,0,8,2,92,2,90
845,2008-02-06,Croatia,Netherlands,0,3,Friendly,False,Netherlands,3,9,9,4,7,3,4
846,2008-02-06,England,Switzerland,2,1,Friendly,False,England,1,9,5,12,8,24,16
847,2008-02-06,Greece,Finland,2,1,Friendly,True,Greece,1,15,6,12,20,55,35
848,2008-02-06,Italy,Portugal,3,1,Friendly,True,Italy,2,15,10,13,4,11,7
849,2008-02-06,Spain,France,1,0,Friendly,False,Spain,1,13,8,15,1,11,10
850,2008-03-26,Austria,Netherlands,3,4,Friendly,False,Netherlands,1,0,12,1,92,3,89
851,2008-03-26,Belgium,Morocco,1,4,Friendly,False,Morocco,3,7,4,7,54,41,13
852,2008-03-26,France,England,1,0,Friendly,False,France,1,8,6,10,11,8,3
853,2008-03-26,Portugal,Greece,1,2,Friendly,True,Greece,1,7,15,6,11,20,9
854,2008-03-26,Scotland,Croatia,1,1,Friendly,False,Draw,0,7,10,10,33,7,26
855,2008-03-26,Spain,Italy,1,0,Friendly,False,Spain,1,13,12,15,1,4,3
856,2008-03-26,Switzerland,Germany,0,4,Friendly,False,Germany,4,4,10,5,24,2,22
857,2008-05-19,Greece,Cyprus,2,0,Friendly,False,Greece,2,15,1,12,20,94,74
858,2008-05-24,Hungary,Greece,3,2,Friendly,False,Hungary,1,6,12,7,47,20,27
859,2008-05-24,Netherlands,Ukraine,3,0,Friendly,False,Netherlands,3,12,1,13,3,15,12
860,2008-05-27,France,Ecuador,2,0,Friendly,False,France,2,8,1,10,11,36,25
861,2008-05-27,Germany,Belarus,2,2,Friendly,False,Draw,0,11,7,8,2,84,82
862,2008-05-28,England,United States,2,0,Friendly,False,England,2,9,2,12,8,22,14
863,2008-05-29,Netherlands,Denmark,1,1,Friendly,False,Draw,0,10,7,13,3,37,34
864,2008-05-30,Czech Republic,Scotland,3,1,Friendly,False,Czech Republic,2,9,4,4,11,33,22
865,2008-05-30,Italy,Belgium,3,1,Friendly,False,Italy,2,12,6,15,4,54,50
866,2008-05-31,France,Paraguay,0,0,Friendly,False,Draw,0,8,3,11,11,17,6
867,2008-05-31,Germany,Serbia,2,1,Friendly,False,Germany,1,11,5,8,2,30,28
868,2008-05-31,Portugal,Georgia,2,0,Friendly,False,Portugal,2,7,3,8,11,108,97
869,2008-05-31,Spain,Peru,2,1,Friendly,False,Spain,1,15,1,15,1,75,74
870,2008-06-01,Armenia,Greece,0,0,Friendly,True,Draw,0,2,10,2,113,20,93
871,2008-06-01,Netherlands,Wales,2,0,Friendly,False,Netherlands,2,13,1,13,3,60,57
872,2008-06-01,Trinidad and Tobago,England,0,3,Friendly,False,England,3,0,9,0,77,8,69
873,2008-06-03,France,Colombia,1,0,Friendly,False,France,1,10,1,11,11,49,38
874,2008-06-04,Spain,United States,1,0,Friendly,False,Spain,1,15,2,15,1,22,21
875,2008-06-07,Portugal,Turkey,2,0,UEFA Euro,True,Portugal,2,7,5,10,11,10,1
876,2008-06-08,Germany,Poland,2,0,UEFA Euro,True,Germany,2,13,10,11,2,34,32
877,2008-06-09,Netherlands,Italy,3,0,UEFA Euro,True,Netherlands,3,13,9,13,3,4,1
878,2008-06-09,Romania,France,0,0,UEFA Euro,True,Draw,0,8,11,7,21,11,10
879,2008-06-10,Greece,Sweden,0,2,UEFA Euro,True,Sweden,2,7,6,12,20,32,12
880,2008-06-10,Spain,Russia,4,1,UEFA Euro,True,Spain,3,15,4,15,1,9,8
881,2008-06-11,Czech Republic,Portugal,1,3,UEFA Euro,True,Portugal,2,9,9,3,11,11,0
882,2008-06-12,Croatia,Germany,2,1,UEFA Euro,True,Croatia,1,10,10,7,7,2,5
883,2008-06-13,Italy,Romania,1,1,UEFA Euro,True,Draw,0,7,6,13,4,21,17
884,2008-06-13,Netherlands,France,4,1,UEFA Euro,True,Netherlands,3,13,8,13,3,11,8
885,2008-06-14,Greece,Russia,0,1,UEFA Euro,True,Russia,1,4,6,9,20,9,11
886,2008-06-14,Sweden,Spain,1,2,UEFA Euro,True,Spain,1,6,15,5,32,1,31
887,2008-06-15,Switzerland,Portugal,2,0,UEFA Euro,False,Switzerland,2,6,9,8,24,11,13
888,2008-06-16,Austria,Germany,0,1,UEFA Euro,False,Germany,1,0,10,0,92,2,90
889,2008-06-17,France,Italy,0,2,UEFA Euro,True,Italy,2,5,7,10,11,4,7
890,2008-06-17,Netherlands,Romania,2,0,UEFA Euro,True,Netherlands,2,13,5,13,3,21,18
891,2008-06-18,Greece,Spain,1,2,UEFA Euro,True,Spain,1,1,15,6,20,1,19
892,2008-06-19,Portugal,Germany,2,3,UEFA Euro,True,Germany,1,9,12,7,11,2,9
893,2008-06-21,Netherlands,Russia,1,3,UEFA Euro,True,Russia,2,12,9,12,3,9,6
894,2008-06-22,Spain,Italy,0,0,UEFA Euro,True,Spain,0,15,7,15,1,4,3
895,2008-06-25,Germany,Turkey,3,2,UEFA Euro,True,Germany,1,12,4,11,2,10,8
896,2008-06-26,Russia,Spain,0,3,UEFA Euro,True,Spain,3,9,15,8,9,1,8
897,2008-06-29,Germany,Spain,0,1,UEFA Euro,True,Spain,1,9,15,10,2,1,1
898,2008-08-20,Denmark,Spain,0,3,Friendly,False,Spain,3,4,15,9,37,1,36
899,2008-08-20,England,Czech Republic,2,2,Friendly,False,Draw,0,10,7,10,8,11,3
900,2008-08-20,Germany,Belgium,2,0,Friendly,False,Germany,2,12,3,12,2,54,52
901,2008-08-20,Italy,Austria,2,2,Friendly,True,Draw,0,5,1,11,4,92,88
902,2008-08-20,Portugal,Faroe Islands,5,0,Friendly,False,Portugal,5,9,0,9,11,184,173
903,2008-08-20,Russia,Netherlands,1,1,Friendly,False,Draw,0,7,10,8,9,3,6
904,2008-08-20,Scotland,Northern Ireland,0,0,Friendly,False,Draw,0,2,8,8,33,52,19
905,2008-08-20,Slovakia,Greece,0,2,Friendly,False,Greece,2,1,4,2,44,20,24
906,2008-08-20,Sweden,France,2,3,Friendly,False,France,1,6,7,5,32,11,21
907,2008-09-06,Andorra,England,0,2,FIFA World Cup qualification,True,England,2,0,10,0,194,8,186
908,2008-09-06,Austria,France,3,1,FIFA World Cup qualification,False,Austria,2,4,4,3,92,11,81
909,2008-09-06,Belgium,Estonia,3,2,FIFA World Cup qualification,False,Belgium,1,6,0,10,54,119,65
910,2008-09-06,Cyprus,Italy,1,2,FIFA World Cup qualification,False,Italy,1,1,8,1,94,4,90
911,2008-09-06,Liechtenstein,Germany,0,6,FIFA World Cup qualification,False,Germany,6,1,12,1,149,2,147
912,2008-09-06,Luxembourg,Greece,0,3,FIFA World Cup qualification,False,Greece,3,0,6,0,121,20,101
913,2008-09-06,North Macedonia,Scotland,1,0,FIFA World Cup qualification,False,North Macedonia,1,6,2,4,56,33,23
914,2008-09-06,Malta,Portugal,0,4,FIFA World Cup qualification,False,Portugal,4,0,9,0,147,11,136
915,2008-09-06,Netherlands,Australia,1,2,Friendly,False,Australia,1,7,7,9,3,28,25
916,2008-09-06,Spain,Bosnia and Herzegovina,1,0,FIFA World Cup qualification,False,Spain,1,15,3,15,1,61,60
917,2008-09-10,Croatia,England,1,4,FIFA World Cup qualification,False,England,3,7,13,6,7,8,1
918,2008-09-10,Finland,Germany,3,3,FIFA World Cup qualification,False,Draw,0,4,10,6,55,2,53
919,2008-09-10,France,Serbia,2,1,FIFA World Cup qualification,False,France,1,6,2,10,11,30,19
920,2008-09-10,Iceland,Scotland,1,2,FIFA World Cup qualification,False,Scotland,1,3,5,6,83,33,50
921,2008-09-10,Italy,Georgia,2,0,FIFA World Cup qualification,False,Italy,2,10,3,11,4,108,104
922,2008-09-10,Latvia,Greece,0,2,FIFA World Cup qualification,False,Greece,2,0,9,1,67,20,47
923,2008-09-10,North Macedonia,Netherlands,1,2,FIFA World Cup qualification,False,Netherlands,1,5,7,4,56,3,53
924,2008-09-10,Portugal,Denmark,2,3,FIFA World Cup qualification,False,Denmark,1,6,7,9,11,37,26
925,2008-09-10,Spain,Armenia,4,0,FIFA World Cup qualification,False,Spain,4,15,2,15,1,113,112
926,2008-09-10,Turkey,Belgium,1,1,FIFA World Cup qualification,False,Draw,0,4,4,6,10,54,44
927,2008-10-11,Belgium,Armenia,2,0,FIFA World Cup qualification,False,Belgium,2,7,1,10,54,113,59
928,2008-10-11,Bulgaria,Italy,0,0,FIFA World Cup qualification,False,Draw,0,2,8,4,27,4,23
929,2008-10-11,England,Kazakhstan,5,1,FIFA World Cup qualification,False,England,4,13,2,10,8,137,129
930,2008-10-11,Estonia,Spain,0,3,FIFA World Cup qualification,False,Spain,3,0,15,0,119,1,118
931,2008-10-11,Germany,Russia,2,1,FIFA World Cup qualification,False,Germany,1,10,7,12,2,9,7
932,2008-10-11,Greece,Moldova,3,0,FIFA World Cup qualification,False,Greece,3,12,0,6,20,97,77
933,2008-10-11,Netherlands,Iceland,2,0,FIFA World Cup qualification,False,Netherlands,2,7,2,9,3,83,80
934,2008-10-11,Romania,France,2,2,FIFA World Cup qualification,False,Draw,0,6,7,8,21,11,10
935,2008-10-11,Scotland,Norway,0,0,FIFA World Cup qualification,False,Draw,0,5,3,6,33,59,26
936,2008-10-11,Sweden,Portugal,0,0,FIFA World Cup qualification,False,Draw,0,4,7,5,32,11,21
937,2008-10-14,France,Tunisia,3,1,Friendly,False,France,2,10,1,10,11,46,35
938,2008-10-15,Belarus,England,1,3,FIFA World Cup qualification,False,England,2,4,13,4,84,8,76
939,2008-10-15,Belgium,Spain,1,2,FIFA World Cup qualification,False,Spain,1,7,15,9,54,1,53
940,2008-10-15,Germany,Wales,1,0,FIFA World Cup qualification,False,Germany,1,13,1,12,2,60,58
941,2008-10-15,Greece,Switzerland,1,2,FIFA World Cup qualification,False,Switzerland,1,12,9,3,20,24,4
942,2008-10-15,Italy,Montenegro,2,1,FIFA World Cup qualification,False,Italy,1,11,0,11,4,112,108
943,2008-10-15,Norway,Netherlands,0,1,FIFA World Cup qualification,False,Netherlands,1,2,10,3,59,3,56
944,2008-10-15,Portugal,Albania,0,0,FIFA World Cup qualification,False,Draw,0,8,4,7,11,81,70
945,2008-11-19,Brazil,Portugal,6,2,Friendly,False,Brazil,4,7,5,12,5,11,6
946,2008-11-19,France,Uruguay,0,0,Friendly,False,Draw,0,8,3,10,11,23,12
947,2008-11-19,Germany,England,1,2,Friendly,False,England,1,10,15,9,2,8,6
948,2008-11-19,Greece,Italy,1,1,Friendly,False,Draw,0,10,11,4,20,4,16
949,2008-11-19,Luxembourg,Belgium,1,1,Friendly,False,Draw,0,1,8,1,121,54,67
950,2008-11-19,Netherlands,Sweden,3,1,Friendly,False,Netherlands,2,12,4,9,3,32,29
951,2008-11-19,Scotland,Argentina,0,1,Friendly,False,Argentina,1,5,7,3,33,6,27
952,2008-11-19,Spain,Chile,3,0,Friendly,False,Spain,3,15,7,15,1,31,30
953,2009-02-10,Brazil,Italy,2,0,Friendly,True,Brazil,2,7,8,12,2,4,2
954,2009-02-11,Belgium,Slovenia,2,0,Friendly,False,Belgium,2,8,0,9,66,31,35
955,2009-02-11,France,Argentina,0,2,Friendly,False,Argentina,2,8,9,7,7,8,1
956,2009-02-11,Germany,Norway,0,1,Friendly,False,Norway,1,7,5,9,6,32,26
957,2009-02-11,Greece,Denmark,1,1,Friendly,False,Draw,0,8,5,5,13,28,15
958,2009-02-11,Portugal,Finland,1,0,Friendly,False,Portugal,1,5,3,7,5,55,50
959,2009-02-11,Spain,England,2,0,Friendly,False,Spain,2,15,12,15,1,9,8
960,2009-02-11,Tunisia,Netherlands,1,1,Friendly,False,Draw,0,1,13,4,53,3,50
961,2009-03-28,Belgium,Bosnia and Herzegovina,2,4,FIFA World Cup qualification,False,Bosnia and Herzegovina,2,7,3,9,66,51,15
962,2009-03-28,England,Slovakia,4,0,Friendly,False,England,4,12,0,13,9,33,24
963,2009-03-28,Germany,Liechtenstein,4,0,FIFA World Cup qualification,False,Germany,4,9,0,9,6,154,148
964,2009-03-28,Israel,Greece,1,1,FIFA World Cup qualification,False,Draw,0,4,6,4,26,13,13
965,2009-03-28,Lithuania,France,0,1,FIFA World Cup qualification,False,France,1,0,8,1,62,7,55
966,2009-03-28,Montenegro,Italy,0,2,FIFA World Cup qualification,False,Italy,2,0,8,0,74,4,70
967,2009-03-28,Netherlands,Scotland,3,0,FIFA World Cup qualification,False,Netherlands,3,13,4,9,3,46,43
968,2009-03-28,Portugal,Sweden,0,0,FIFA World Cup qualification,False,Draw,0,6,2,8,5,42,37
969,2009-03-28,Spain,Turkey,1,0,FIFA World Cup qualification,False,Spain,1,15,1,15,1,41,40
970,2009-03-31,Portugal,South Africa,2,0,Friendly,True,Portugal,2,8,0,8,5,85,80
971,2009-04-01,Bosnia and Herzegovina,Belgium,2,1,FIFA World Cup qualification,False,Bosnia and Herzegovina,1,6,4,7,51,66,15
972,2009-04-01,England,Ukraine,2,1,FIFA World Cup qualification,False,England,1,12,1,13,9,22,13
973,2009-04-01,France,Lithuania,1,0,FIFA World Cup qualification,False,France,1,10,0,10,7,62,55
974,2009-04-01,Greece,Israel,2,1,FIFA World Cup qualification,False,Greece,1,6,3,8,13,26,13
975,2009-04-01,Italy,Republic of Ireland,1,1,FIFA World Cup qualification,False,Draw,0,8,2,9,4,35,31
976,2009-04-01,Netherlands,North Macedonia,4,0,FIFA World Cup qualification,False,Netherlands,4,13,4,12,3,65,62
977,2009-04-01,Scotland,Iceland,2,1,FIFA World Cup qualification,False,Scotland,1,7,1,6,46,92,46
978,2009-04-01,Turkey,Spain,1,2,FIFA World Cup qualification,False,Spain,1,1,15,5,41,1,40
979,2009-04-01,Wales,Germany,0,2,FIFA World Cup qualification,False,Germany,2,1,9,6,77,6,71
980,2009-05-29,Belgium,Chile,1,1,Friendly,True,Draw,0,5,8,7,66,15,51
981,2009-05-29,China PR,Germany,1,1,Friendly,False,Draw,0,1,7,1,93,6,87
982,2009-05-31,Japan,Belgium,4,0,Friendly,False,Japan,4,8,4,6,43,66,23
983,2009-06-02,France,Nigeria,0,1,Friendly,False,Nigeria,1,7,10,7,7,22,15
984,2009-06-02,United Arab Emirates,Germany,2,7,Friendly,False,Germany,5,0,10,0,112,6,106
985,2009-06-05,France,Turkey,1,0,Friendly,False,France,1,9,1,7,7,41,34
986,2009-06-06,Albania,Portugal,1,2,FIFA World Cup qualification,False,Portugal,1,1,10,3,96,5,91
987,2009-06-06,Iceland,Netherlands,1,2,FIFA World Cup qualification,False,Netherlands,1,1,13,5,92,3,89
988,2009-06-06,Italy,Northern Ireland,3,0,Friendly,False,Italy,3,8,5,11,4,40,36
989,2009-06-06,Kazakhstan,England,0,4,FIFA World Cup qualification,False,England,4,1,12,1,125,9,116
990,2009-06-09,Azerbaijan,Spain,0,6,Friendly,False,Spain,6,0,15,0,114,1,113
991,2009-06-10,England,Andorra,6,0,FIFA World Cup qualification,False,England,6,12,0,13,9,202,193
992,2009-06-10,Estonia,Portugal,0,0,Friendly,False,Draw,0,1,11,1,102,5,97
993,2009-06-10,Italy,New Zealand,4,3,Friendly,True,Italy,1,10,1,13,4,82,78
994,2009-06-10,Netherlands,Norway,2,0,FIFA World Cup qualification,False,Netherlands,2,13,5,15,3,32,29
995,2009-06-14,New Zealand,Spain,0,5,Confederations Cup,True,Spain,5,1,15,0,82,1,81
996,2009-06-15,United States,Italy,1,3,Confederations Cup,True,Italy,2,1,13,6,14,4,10
997,2009-06-17,Spain,Iraq,1,0,Confederations Cup,True,Spain,1,15,0,15,1,88,87
998,2009-06-18,Egypt,Italy,1,0,Confederations Cup,True,Egypt,1,6,10,6,24,4,20
999,2009-06-20,South Africa,Spain,0,2,Confederations Cup,False,Spain,2,0,15,1,85,1,84
1000,2009-06-21,Italy,Brazil,0,3,Confederations Cup,True,Brazil,3,9,10,10,4,2,2
1001,2009-06-24,Spain,United States,0,2,Confederations Cup,True,United States,2,12,4,12,1,14,13
1002,2009-06-28,South Africa,Spain,2,3,Confederations Cup,False,Spain,1,0,12,1,85,1,84
1003,2009-08-12,Azerbaijan,Germany,0,2,FIFA World Cup qualification,False,Germany,2,0,13,0,114,6,108
1004,2009-08-12,Czech Republic,Belgium,3,1,Friendly,False,Czech Republic,2,10,1,6,25,66,41
1005,2009-08-12,Faroe Islands,France,0,1,FIFA World Cup qualification,False,France,1,0,12,0,117,7,110
1006,2009-08-12,Liechtenstein,Portugal,0,3,Friendly,False,Portugal,3,0,11,1,154,5,149
1007,2009-08-12,North Macedonia,Spain,2,3,Friendly,False,Spain,1,4,12,4,65,1,64
1008,2009-08-12,Netherlands,England,2,2,Friendly,False,Draw,0,13,13,13,3,9,6
1009,2009-08-12,Norway,Scotland,4,0,FIFA World Cup qualification,False,Norway,4,7,4,5,32,46,14
1010,2009-08-12,Poland,Greece,2,0,Friendly,False,Poland,2,10,6,12,58,13,45
1011,2009-08-12,Switzerland,Italy,0,0,Friendly,False,Draw,0,7,7,8,18,4,14
1012,2009-09-05,Denmark,Portugal,1,1,FIFA World Cup qualification,False,Draw,0,6,11,7,28,5,23
1013,2009-09-05,England,Slovenia,2,1,Friendly,False,England,1,13,0,15,9,31,22
1014,2009-09-05,France,Romania,1,1,FIFA World Cup qualification,False,Draw,0,10,4,7,7,36,29
1015,2009-09-05,Georgia,Italy,0,2,FIFA World Cup qualification,False,Italy,2,3,7,3,124,4,120
1016,2009-09-05,Germany,South Africa,2,0,Friendly,False,Germany,2,13,0,9,6,85,79
1017,2009-09-05,Netherlands,Japan,3,0,Friendly,False,Netherlands,3,13,8,13,3,43,40
1018,2009-09-05,Scotland,North Macedonia,2,0,FIFA World Cup qualification,False,Scotland,2,6,3,8,46,65,19
1019,2009-09-05,Spain,Belgium,5,0,FIFA World Cup qualification,False,Spain,5,12,1,12,1,66,65
1020,2009-09-05,Switzerland,Greece,2,0,FIFA World Cup qualification,False,Switzerland,2,10,5,10,18,13,5
1021,2009-09-09,Armenia,Belgium,2,1,FIFA World Cup qualification,False,Armenia,1,4,1,5,100,66,34
1022,2009-09-09,England,Croatia,5,1,FIFA World Cup qualification,False,England,4,13,4,15,9,10,1
1023,2009-09-09,Germany,Azerbaijan,4,0,FIFA World Cup qualification,False,Germany,4,13,0,9,6,114,108
1024,2009-09-09,Hungary,Portugal,0,1,FIFA World Cup qualification,False,Portugal,1,6,11,7,54,5,49
1025,2009-09-09,Italy,Bulgaria,2,0,FIFA World Cup qualification,False,Italy,2,7,2,10,4,30,26
1026,2009-09-09,Moldova,Greece,1,1,FIFA World Cup qualification,False,Draw,0,1,5,2,94,13,81
1027,2009-09-09,Scotland,Netherlands,0,1,FIFA World Cup qualification,False,Netherlands,1,6,13,7,46,3,43
1028,2009-09-09,Serbia,France,1,1,FIFA World Cup qualification,False,Draw,0,2,8,6,19,7,12
1029,2009-09-09,Spain,Estonia,3,0,FIFA World Cup qualification,False,Spain,3,12,1,12,1,102,101
1030,2009-10-10,Armenia,Spain,1,2,FIFA World Cup qualification,False,Spain,1,4,15,5,100,1,99
1031,2009-10-10,Australia,Netherlands,0,0,Friendly,False,Draw,0,8,11,8,21,3,18
1032,2009-10-10,Belgium,Turkey,2,0,FIFA World Cup qualification,False,Belgium,2,3,1,7,66,41,25
1033,2009-10-10,France,Faroe Islands,5,0,FIFA World Cup qualification,False,France,5,11,0,10,7,117,110
1034,2009-10-10,Greece,Latvia,5,2,FIFA World Cup qualification,False,Greece,3,7,0,8,13,45,32
1035,2009-10-10,Republic of Ireland,Italy,2,2,FIFA World Cup qualification,False,Draw,0,3,8,2,35,4,31
1036,2009-10-10,Japan,Scotland,2,0,Friendly,False,Japan,2,8,6,8,43,46,3
1037,2009-10-10,Portugal,Hungary,3,0,FIFA World Cup qualification,False,Portugal,3,11,6,11,5,54,49
1038,2009-10-10,Russia,Germany,0,1,FIFA World Cup qualification,False,Germany,1,4,15,5,12,6,6
1039,2009-10-10,Ukraine,England,1,0,FIFA World Cup qualification,False,Ukraine,1,4,10,8,22,9,13
1040,2009-10-14,Bosnia and Herzegovina,Spain,2,5,FIFA World Cup qualification,False,Spain,3,6,15,6,51,1,50
1041,2009-10-14,England,Belarus,3,0,FIFA World Cup qualification,False,England,3,10,4,15,9,80,71
1042,2009-10-14,Estonia,Belgium,2,0,FIFA World Cup qualification,False,Estonia,2,4,3,4,102,66,36
1043,2009-10-14,France,Austria,3,1,FIFA World Cup qualification,False,France,2,11,4,10,7,61,54
1044,2009-10-14,Germany,Finland,1,1,FIFA World Cup qualification,False,Draw,0,13,3,10,6,55,49
1045,2009-10-14,Greece,Luxembourg,2,1,FIFA World Cup qualification,False,Greece,1,7,1,11,13,128,115
1046,2009-10-14,Italy,Cyprus,3,2,FIFA World Cup qualification,False,Italy,1,11,1,12,4,68,64
1047,2009-10-14,Portugal,Malta,4,0,FIFA World Cup qualification,False,Portugal,4,13,0,13,5,146,141
1048,2009-11-14,Belgium,Hungary,3,0,Friendly,False,Belgium,3,6,3,10,66,54,12
1049,2009-11-14,Brazil,England,1,0,Friendly,True,Brazil,1,13,9,12,2,9,7
1050,2009-11-14,Greece,Ukraine,0,0,FIFA World Cup qualification,False,Draw,0,8,5,11,13,22,9
1051,2009-11-14,Republic of Ireland,France,0,1,FIFA World Cup qualification,False,France,1,3,11,2,35,7,28
1052,2009-11-14,Italy,Netherlands,0,0,Friendly,False,Draw,0,11,9,10,4,3,1
1053,2009-11-14,Portugal,Bosnia and Herzegovina,1,0,FIFA World Cup qualification,False,Portugal,1,13,6,13,5,51,46
1054,2009-11-14,Spain,Argentina,2,1,Friendly,False,Spain,1,15,9,12,1,8,7
1055,2009-11-14,Wales,Scotland,3,0,Friendly,False,Wales,3,4,3,6,77,46,31
1056,2009-11-17,Belgium,Qatar,2,0,Friendly,True,Belgium,2,9,0,10,66,86,20
1057,2009-11-18,Austria,Spain,1,5,Friendly,False,Spain,4,4,15,3,61,1,60
1058,2009-11-18,Bosnia and Herzegovina,Portugal,0,1,FIFA World Cup qualification,False,Portugal,1,6,15,3,51,5,46
1059,2009-11-18,France,Republic of Ireland,1,1,FIFA World Cup qualification,False,Draw,0,11,4,11,7,35,28
1060,2009-11-18,Germany,Ivory Coast,2,2,Friendly,False,Draw,0,11,2,11,6,203,197
1061,2009-11-18,Italy,Sweden,1,0,Friendly,False,Italy,1,11,2,10,4,42,38
1062,2009-11-18,Netherlands,Paraguay,0,0,Friendly,False,Draw,0,9,4,11,3,29,26
1063,2009-11-18,Ukraine,Greece,0,1,FIFA World Cup qualification,False,Greece,1,4,11,7,22,13,9
1064,2010-03-03,Belgium,Croatia,0,1,Friendly,False,Croatia,1,9,7,10,57,10,47
1065,2010-03-03,England,Egypt,3,1,Friendly,False,England,2,9,6,15,6,9,3
1066,2010-03-03,France,Spain,0,2,Friendly,False,Spain,2,10,15,8,18,1,17
1067,2010-03-03,Germany,Argentina,0,1,Friendly,False,Argentina,1,8,12,8,3,5,2
1068,2010-03-03,Greece,Senegal,0,2,Friendly,False,Senegal,2,10,6,10,11,70,59
1069,2010-03-03,Italy,Cameroon,0,0,Friendly,True,Draw,0,9,1,11,14,37,23
1070,2010-03-03,Netherlands,United States,2,1,Friendly,False,Netherlands,1,9,3,11,2,18,16
1071,2010-03-03,Portugal,China PR,2,0,Friendly,False,Portugal,2,15,1,15,8,87,79
1072,2010-03-03,Scotland,Czech Republic,1,0,Friendly,False,Scotland,1,6,7,9,52,30,22
1073,2010-05-13,Germany,Malta,3,0,Friendly,False,Germany,3,8,0,8,3,164,161
1074,2010-05-19,Belgium,Bulgaria,2,1,Friendly,False,Belgium,1,9,2,12,57,49,8
1075,2010-05-24,England,Mexico,3,1,Friendly,False,England,2,9,0,15,6,27,21
1076,2010-05-24,Portugal,Cape Verde,0,0,Friendly,False,Draw,0,13,1,13,8,204,196
1077,2010-05-25,Greece,North Korea,2,2,Friendly,True,Draw,0,8,1,8,11,205,194
1078,2010-05-26,France,Costa Rica,2,1,Friendly,False,France,1,10,0,10,18,69,51
1079,2010-05-26,Netherlands,Mexico,2,1,Friendly,True,Netherlands,1,9,0,11,2,27,25
1080,2010-05-29,Hungary,Germany,0,3,Friendly,False,Germany,3,3,8,6,42,3,39
1081,2010-05-29,Spain,Saudi Arabia,3,2,Friendly,True,Spain,1,15,1,12,1,80,79
1082,2010-05-30,Japan,England,1,2,Friendly,True,England,1,7,12,7,29,6,23
1083,2010-05-30,Tunisia,France,1,1,Friendly,False,Draw,0,2,8,4,45,18,27
1084,2010-06-01,Netherlands,Ghana,4,1,Friendly,False,Netherlands,3,11,2,13,2,16,14
1085,2010-06-01,Portugal,Cameroon,3,1,Friendly,False,Portugal,2,13,1,13,8,37,29
1086,2010-06-02,Greece,Paraguay,0,2,Friendly,True,Paraguay,2,5,6,5,11,24,13
